Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
GO_Biological_Process_2018	negative regulation of phosphorylation (GO:0042326)	1/6	0.03837643525702299	0.06088859609677275	0.17288971238144316	0.3042556947149415	-1.6978924169833285	5.535658466486536	RAD53
GO_Biological_Process_2018	regulation of transcription involved in G2/M transition of mitotic cell cycle (GO:0000117)	1/7	0.04462886415872057	0.0671098218506134	0.19503525557394225	0.3182154169890635	-1.7555750851070968	5.4587403161617365	MCM1
GO_Biological_Process_2018	cellular protein localization (GO:0034613)	4/122	0.0082978908095245	0.015848578181224517	0.43688227508097044	0.4904277349794737	-1.1302812267152442	5.416029494076782	CDC55;TEM1;CDC7;BUB2
GO_Biological_Process_2018	positive regulation of autophagy (GO:0010508)	2/23	0.009700887029767638	0.018099340152760924	0.14299325204744703	0.27572383050297206	-1.1666620185879486	5.4081060634883285	PCL1;PHO85
GO_Biological_Process_2018	nucleotide-excision repair (GO:0006289)	3/50	0.0042087840910996965	0.008355369402527972	0.1678400251653605	0.3042556947149415	-0.9884552739194984	5.407425122694521	RAD9;RAD24;MEC3
GO_Biological_Process_2018	protein localization to nucleolar rDNA repeats (GO:0034503)	1/6	0.03837643525702299	0.06088859609677275	0.17288971238144316	0.3042556947149415	-1.6556680665873258	5.397993924008154	FOB1
GO_Biological_Process_2018	maintenance of protein localization in organelle (GO:0072595)	1/6	0.03837643525702299	0.06088859609677275	0.17288971238144316	0.3042556947149415	-1.6514126069371573	5.384119799236985	FAR1
GO_Biological_Process_2018	vacuolar acidification (GO:0007035)	2/28	0.014190736979851104	0.02587722625737554	0.19069809187336278	0.3182154169890635	-1.2584247121708279	5.354805863290096	DBF2;SKP1
GO_Biological_Process_2018	regulation of mRNA metabolic process (GO:1903311)	1/6	0.03837643525702299	0.06088859609677275	0.17288971238144316	0.3042556947149415	-1.6337811505871658	5.326635756288182	DBF20
GO_Biological_Process_2018	nuclear division (GO:0000280)	1/6	0.03837643525702299	0.06088859609677275	0.17288971238144316	0.3042556947149415	-1.6241178291310876	5.295130316545562	DBF2
GO_Biological_Process_2018	intracellular pH reduction (GO:0051452)	2/28	0.014190736979851104	0.02587722625737554	0.19069809187336278	0.3182154169890635	-1.236838302577218	5.262952110307254	DBF2;SKP1
GO_Biological_Process_2018	regulation of cellular ketone metabolic process by positive regulation of transcription from RNA polymerase II promoter (GO:0072366)	1/6	0.03837643525702299	0.06088859609677275	0.17288971238144316	0.3042556947149415	-1.6043393531527552	5.230646320440448	MCM1
GO_Biological_Process_2018	positive regulation of cellular protein localization (GO:1903829)	1/6	0.03837643525702299	0.06088859609677275	0.17288971238144316	0.3042556947149415	-1.5923154693880932	5.191444711848449	CDC55
GO_Biological_Process_2018	positive regulation of protein ubiquitination (GO:0031398)	1/7	0.04462886415872057	0.0671098218506134	0.19503525557394225	0.3182154169890635	-1.6544054515177664	5.144166042278316	CDH1
GO_Biological_Process_2018	regulation of protein complex assembly (GO:0043254)	2/23	0.009700887029767638	0.018099340152760924	0.14299325204744703	0.27572383050297206	-1.1090312962988569	5.140956663157223	CDC7;SKP1
GO_Biological_Process_2018	negative regulation of glycogen biosynthetic process (GO:0045719)	1/6	0.03837643525702299	0.06088859609677275	0.17288971238144316	0.3042556947149415	-1.5752927780907635	5.135945432706916	PHO85
GO_Biological_Process_2018	nucleus localization (GO:0051647)	1/6	0.03837643525702299	0.06088859609677275	0.17288971238144316	0.3042556947149415	-1.5592911895376524	5.08377526676163	SLK19
GO_Biological_Process_2018	2-micrometer plasmid partitioning (GO:0030543)	1/6	0.03837643525702299	0.06088859609677275	0.17288971238144316	0.3042556947149415	-1.5531063798626108	5.063610859583182	SCC2
GO_Biological_Process_2018	regulation of translation (GO:0006417)	3/61	0.007338665601283852	0.014295662320393405	0.24407569223859224	0.35129465704340246	-1.0183704920956855	5.0048818393980286	PPH22;PPH21;TPD3
GO_Biological_Process_2018	negative regulation of ATPase activity (GO:0032780)	1/6	0.03837643525702299	0.06088859609677275	0.17288971238144316	0.3042556947149415	-1.533368293496518	4.9992585462023165	MCM2
GO_Biological_Process_2018	positive regulation of GTPase activity (GO:0043547)	2/28	0.014190736979851104	0.02587722625737554	0.19069809187336278	0.3182154169890635	-1.172211588810385	4.9879547247212415	BUB2;CDC5
GO_Biological_Process_2018	positive regulation of intracellular protein transport (GO:0090316)	1/6	0.03837643525702299	0.06088859609677275	0.17288971238144316	0.3042556947149415	-1.5277349571158734	4.9808921138429065	FUS3
GO_Biological_Process_2018	protein localization to cell cortex (GO:0072697)	1/7	0.04462886415872057	0.0671098218506134	0.19503525557394225	0.3182154169890635	-1.6016453296089022	4.980115067191736	HSL1
GO_Biological_Process_2018	telomere maintenance (GO:0000723)	3/68	0.0098890601782014	0.018365397473802593	0.29514552420142726	0.3864124537221037	-1.078597075765661	4.979155902721709	MEC1;MRC1;MEC3
GO_Biological_Process_2018	histone methylation (GO:0016571)	1/7	0.04462886415872057	0.0671098218506134	0.19503525557394225	0.3182154169890635	-1.5976936325338975	4.967827761269262	HSL7
GO_Biological_Process_2018	response to cadmium ion (GO:0046686)	1/6	0.03837643525702299	0.06088859609677275	0.17288971238144316	0.3042556947149415	-1.5089768569619708	4.919734860948965	MET30
GO_Biological_Process_2018	negative regulation of meiotic cell cycle (GO:0051447)	1/9	0.057012953393453955	0.07658740072520653	0.23757646897277696	0.3444004208490256	-1.701544229971326	4.87403394446566	CDC28
GO_Biological_Process_2018	response to ionizing radiation (GO:0010212)	1/6	0.03837643525702299	0.06088859609677275	0.17288971238144316	0.3042556947149415	-1.4927208597041552	4.866735243334033	DDC1
GO_Biological_Process_2018	negative regulation of protein modification process (GO:0031400)	1/7	0.04462886415872057	0.0671098218506134	0.19503525557394225	0.3182154169890635	-1.5320222060484456	4.7636307056052365	CLB2
GO_Biological_Process_2018	positive regulation of protein kinase activity (GO:0045860)	2/28	0.014190736979851104	0.02587722625737554	0.19069809187336278	0.3182154169890635	-1.1088907758692217	4.718514163735493	DBF4;CDC15
GO_Biological_Process_2018	positive regulation of protein metabolic process (GO:0051247)	1/7	0.04462886415872057	0.0671098218506134	0.19503525557394225	0.3182154169890635	-1.5107862774933292	4.697600251916112	CDC20
GO_Biological_Process_2018	regulation of phospholipid biosynthetic process (GO:0071071)	1/7	0.04462886415872057	0.0671098218506134	0.19503525557394225	0.3182154169890635	-1.4991208340264823	4.661328020042591	PHO85
GO_Biological_Process_2018	positive regulation of protein localization to nucleus (GO:1900182)	1/8	0.05084095076885471	0.07265568496400159	0.2165923350861379	0.33443184306403684	-1.564213311602534	4.65987456448057	CDC55
GO_Biological_Process_2018	regulation of protein catabolic process (GO:0042176)	1/8	0.05084095076885471	0.07265568496400159	0.2165923350861379	0.33443184306403684	-1.5314626201733574	4.562308514615147	CDC20
GO_Biological_Process_2018	negative regulation of MAPK cascade (GO:0043409)	1/6	0.03837643525702299	0.06088859609677275	0.17288971238144316	0.3042556947149415	-1.3912230469773017	4.535820739722825	FUS3
GO_Biological_Process_2018	replication fork arrest (GO:0043111)	1/7	0.04462886415872057	0.0671098218506134	0.19503525557394225	0.3182154169890635	-1.4568315807298546	4.529834896296992	FOB1
GO_Biological_Process_2018	cell septum assembly (GO:0090529)	1/9	0.057012953393453955	0.07658740072520653	0.23757646897277696	0.3444004208490256	-1.5582413709656124	4.463546231698656	DBF20
GO_Biological_Process_2018	cellular protein metabolic process (GO:0044267)	3/67	0.009497170417934537	0.017968824781350336	0.2877868245882191	0.3864124537221037	-0.9509957153429512	4.4285601154614636	HSL1;HSL7;CDC28
GO_Biological_Process_2018	positive regulation of cellular protein metabolic process (GO:0032270)	1/8	0.05084095076885471	0.07265568496400159	0.2165923350861379	0.33443184306403684	-1.4861254468810081	4.427246666538924	CDH1
GO_Biological_Process_2018	histidine metabolic process (GO:0006547)	1/9	0.057012953393453955	0.07658740072520653	0.23757646897277696	0.3444004208490256	-1.5407900849167164	4.413557427952818	PHO2
GO_Biological_Process_2018	telomere maintenance via recombination (GO:0000722)	2/33	0.01940855086046832	0.03507464572542035	0.24015133491817484	0.3468852615484747	-1.11626074843429	4.400346244284747	MEC1;MEC3
GO_Biological_Process_2018	regulation of small GTPase mediated signal transduction (GO:0051056)	1/7	0.04462886415872057	0.0671098218506134	0.19503525557394225	0.3182154169890635	-1.3994724994003336	4.351484034287377	BFA1
GO_Biological_Process_2018	metal ion homeostasis (GO:0055065)	1/8	0.05084095076885471	0.07265568496400159	0.2165923350861379	0.33443184306403684	-1.4547154590959561	4.333674644063128	PHO80
GO_Biological_Process_2018	purine nucleobase biosynthetic process (GO:0009113)	1/8	0.05084095076885471	0.07265568496400159	0.2165923350861379	0.33443184306403684	-1.44814980851675	4.314115222143902	PHO2
GO_Biological_Process_2018	nucleobase biosynthetic process (GO:0046112)	1/8	0.05084095076885471	0.07265568496400159	0.2165923350861379	0.33443184306403684	-1.4435531970944453	4.300421672491357	PHO2
GO_Biological_Process_2018	cellular response to methylmercury (GO:0071406)	1/8	0.05084095076885471	0.07265568496400159	0.2165923350861379	0.33443184306403684	-1.392208225943356	4.1474622753898025	GRR1
GO_Biological_Process_2018	DNA double-strand break processing (GO:0000729)	1/9	0.057012953393453955	0.07658740072520653	0.23757646897277696	0.3444004208490256	-1.4474662736605468	4.146233537173241	CDC28
GO_Biological_Process_2018	negative regulation of nucleic acid-templated transcription (GO:1903507)	1/8	0.05084095076885471	0.07265568496400159	0.2165923350861379	0.33443184306403684	-1.3846731183621244	4.125014789552699	CDC28
GO_Biological_Process_2018	7-methylguanosine mRNA capping (GO:0006370)	1/9	0.057012953393453955	0.07658740072520653	0.23757646897277696	0.3444004208490256	-1.438531238523268	4.1206393364542695	CDC28
GO_Biological_Process_2018	7-methylguanosine RNA capping (GO:0009452)	1/9	0.057012953393453955	0.07658740072520653	0.23757646897277696	0.3444004208490256	-1.4378841606827524	4.118785797002381	CDC28
GO_Biological_Process_2018	regulation of telomere maintenance via telomerase (GO:0032210)	1/11	0.06923773163987743	0.08858033603450985	0.27788595214514383	0.3770641034158014	-1.54153341538011	4.116216877492566	CDC28
GO_Biological_Process_2018	negative regulation of glycogen metabolic process (GO:0070874)	1/7	0.04462886415872057	0.0671098218506134	0.19503525557394225	0.3182154169890635	-1.3208661463919098	4.1070674485693415	PHO85
GO_Biological_Process_2018	negative regulation of transposition (GO:0010529)	1/9	0.057012953393453955	0.07658740072520653	0.23757646897277696	0.3444004208490256	-1.4051123090493374	4.024911588815064	FUS3
GO_Biological_Process_2018	positive regulation of catabolic process (GO:0009896)	1/7	0.04462886415872057	0.0671098218506134	0.19503525557394225	0.3182154169890635	-1.2931367133049825	4.020846257792596	CDC20
GO_Biological_Process_2018	mitotic metaphase plate congression (GO:0007080)	1/9	0.057012953393453955	0.07658740072520653	0.23757646897277696	0.3444004208490256	-1.3941239511807433	3.9934356928012607	MAD1
GO_Biological_Process_2018	negative regulation of transposition, RNA-mediated (GO:0010526)	1/9	0.057012953393453955	0.07658740072520653	0.23757646897277696	0.3444004208490256	-1.388864349297322	3.978369685310757	FUS3
GO_Biological_Process_2018	barrier septum assembly (GO:0000917)	1/11	0.06923773163987743	0.08858033603450985	0.27788595214514383	0.3770641034158014	-1.4898000074874485	3.978077850097255	DBF20
GO_Biological_Process_2018	response to methylmercury (GO:0051597)	1/8	0.05084095076885471	0.07265568496400159	0.2165923350861379	0.33443184306403684	-1.3332775939038808	3.971904791463152	GRR1
GO_Biological_Process_2018	anatomical structure homeostasis (GO:0060249)	2/41	0.02914583719124128	0.05174349069634463	0.3200243026114129	0.4042940249291523	-1.1201558740508442	3.960247448652386	MEC1;MRC1
GO_Biological_Process_2018	regulation of cell division (GO:0051302)	1/8	0.05084095076885471	0.07265568496400159	0.2165923350861379	0.33443184306403684	-1.3268256699219747	3.95268416711976	DBF2
GO_Biological_Process_2018	histidine biosynthetic process (GO:0000105)	1/9	0.057012953393453955	0.07658740072520653	0.23757646897277696	0.3444004208490256	-1.3754640168968135	3.9399847442456046	PHO2
GO_Biological_Process_2018	regulation of transcription regulatory region DNA binding (GO:2000677)	1/8	0.05084095076885471	0.07265568496400159	0.2165923350861379	0.33443184306403684	-1.3196331700174302	3.9312573277548153	PHO2
GO_Biological_Process_2018	regulation of cell aging (GO:0090342)	1/6	0.03837643525702299	0.06088859609677275	0.17288971238144316	0.3042556947149415	-1.2006922409892538	3.914630928905384	FOB1
GO_Biological_Process_2018	actin filament organization (GO:0007015)	2/42	0.03047513258881438	0.053397732318661684	0.3299214310737003	0.41291408920093564	-1.1147034858585303	3.8912562572788394	PPH22;PPH21
GO_Biological_Process_2018	positive regulation of mitotic cytokinetic process (GO:1903438)	1/9	0.057012953393453955	0.07658740072520653	0.23757646897277696	0.3444004208490256	-1.3339656109963398	3.821113523952064	KSS1
GO_Biological_Process_2018	regulation of protein export from nucleus (GO:0046825)	1/9	0.057012953393453955	0.07658740072520653	0.23757646897277696	0.3444004208490256	-1.3266736296208164	3.8002258125892436	FUS3
GO_Biological_Process_2018	positive regulation of kinase activity (GO:0033674)	1/9	0.057012953393453955	0.07658740072520653	0.23757646897277696	0.3444004208490256	-1.3205014801961337	3.782545833852092	DBF4
GO_Biological_Process_2018	mitotic cytokinetic process (GO:1902410)	1/12	0.07529101569057839	0.09307447645184994	0.2972403490170027	0.3864124537221037	-1.4537496835119754	3.759970134687883	DBF20
GO_Biological_Process_2018	kinetochore assembly (GO:0051382)	1/10	0.0631451286749827	0.08235432639488033	0.2580027691838382	0.3610247082676623	-1.3575995939787322	3.750123929544381	SKP1
GO_Biological_Process_2018	regulation of phosphorylation (GO:0042325)	1/9	0.057012953393453955	0.07658740072520653	0.23757646897277696	0.3444004208490256	-1.308983019730146	3.749551471254679	RAD53
GO_Biological_Process_2018	regulation of organelle organization (GO:0033043)	1/13	0.08130523261964843	0.0978089813305024	0.3160799157224965	0.400566685648321	-1.4842284929905578	3.7247380489289155	CDC5
GO_Biological_Process_2018	regulation of sphingolipid biosynthetic process (GO:0090153)	1/9	0.057012953393453955	0.07658740072520653	0.23757646897277696	0.3444004208490256	-1.2834739431617677	3.676481313631832	SWE1
GO_Biological_Process_2018	regulation of phosphoprotein phosphatase activity (GO:0043666)	1/9	0.057012953393453955	0.07658740072520653	0.23757646897277696	0.3444004208490256	-1.273938443231117	3.6491670954523694	ESP1
GO_Biological_Process_2018	vacuole fusion (GO:0097576)	2/35	0.021688087804959507	0.03884577504621634	0.2601439504727751	0.3615103863466493	-0.9471249119511288	3.628428072676977	CLN3;PHO80
GO_Biological_Process_2018	regulation of protein localization to nucleus (GO:1900180)	1/10	0.0631451286749827	0.08235432639488033	0.2580027691838382	0.3610247082676623	-1.308471498314827	3.61441642935118	CDC55
GO_Biological_Process_2018	positive regulation of protein complex assembly (GO:0031334)	1/8	0.05084095076885471	0.07265568496400159	0.2165923350861379	0.33443184306403684	-1.2117990310722482	3.610013698432601	CDC7
GO_Biological_Process_2018	chromatin remodeling (GO:0006338)	3/81	0.015842928563734066	0.028759910861192912	0.3909382129221946	0.4514272200792104	-0.8709057876923441	3.6099323812744712	CYC8;PHO4;PHO2
GO_Biological_Process_2018	meiotic recombination checkpoint (GO:0051598)	1/10	0.0631451286749827	0.08235432639488033	0.2580027691838382	0.3610247082676623	-1.3033385743970478	3.6002376531509164	DDC1
GO_Biological_Process_2018	telomere organization (GO:0032200)	2/42	0.03047513258881438	0.053397732318661684	0.3299214310737003	0.41291408920093564	-1.0291650212800052	3.5926547998043854	MEC1;MRC1
GO_Biological_Process_2018	negative regulation of transcription by glucose (GO:0045014)	1/11	0.06923773163987743	0.08858033603450985	0.27788595214514383	0.3770641034158014	-1.3409404826973508	3.5805917611139466	TUP1
GO_Biological_Process_2018	regulation of growth of unicellular organism as a thread of attached cells (GO:0070784)	1/8	0.05084095076885471	0.07265568496400159	0.2165923350861379	0.33443184306403684	-1.1994908716628558	3.573347037599342	TUP1
GO_Biological_Process_2018	regulation of transcription initiation from RNA polymerase II promoter (GO:0060260)	1/13	0.08130523261964843	0.0978089813305024	0.3160799157224965	0.400566685648321	-1.4224765821842515	3.5697688559370264	CAK1
GO_Biological_Process_2018	regulation of cytoplasmic translation (GO:2000765)	1/8	0.05084095076885471	0.07265568496400159	0.2165923350861379	0.33443184306403684	-1.1936339711204786	3.5558990196968763	SKP1
GO_Biological_Process_2018	invasive growth in response to glucose limitation (GO:0001403)	2/44	0.03320442993914531	0.057430838049251316	0.34959416115651654	0.42631901314556486	-1.0434944025699917	3.553173551539455	KSS1;FUS3
GO_Biological_Process_2018	positive regulation of cellular component organization (GO:0051130)	1/10	0.0631451286749827	0.08235432639488033	0.2580027691838382	0.3610247082676623	-1.2790922774002276	3.5332616324052597	CDC7
GO_Biological_Process_2018	positive regulation of nitrogen compound metabolic process (GO:0051173)	1/10	0.0631451286749827	0.08235432639488033	0.2580027691838382	0.3610247082676623	-1.2754286430508492	3.523141503536894	SWE1
GO_Biological_Process_2018	vacuole fusion, non-autophagic (GO:0042144)	2/35	0.021688087804959507	0.03884577504621634	0.2601439504727751	0.3615103863466493	-0.9053438304952474	3.468365078927799	CLN3;PHO80
GO_Biological_Process_2018	mitotic recombination (GO:0006312)	2/44	0.03320442993914531	0.057430838049251316	0.34959416115651654	0.42631901314556486	-1.0183435607374565	3.4675331247405943	MEC1;MEC3
GO_Biological_Process_2018	negative regulation of transcription from RNA polymerase II promoter by glucose (GO:0000433)	1/11	0.06923773163987743	0.08858033603450985	0.27788595214514383	0.3770641034158014	-1.2922204491409337	3.450499073925923	TUP1
GO_Biological_Process_2018	regulation of MAPK cascade (GO:0043408)	1/11	0.06923773163987743	0.08858033603450985	0.27788595214514383	0.3770641034158014	-1.2802172386964894	3.418447989646745	FUS3
GO_Biological_Process_2018	DNA replication (GO:0006260)	2/42	0.03047513258881438	0.053397732318661684	0.3299214310737003	0.41291408920093564	-0.9790935019288092	3.4178629242441	MEC1;MRC1
GO_Biological_Process_2018	mitotic cytokinesis (GO:0000281)	2/45	0.03460371754487593	0.05959529132728634	0.3593601011204602	0.4335991639267828	-1.0107743185708928	3.4000367490746664	CDC15;DBF20
GO_Biological_Process_2018	cellular protein complex assembly (GO:0043623)	3/98	0.026094672777297035	0.04653165101438369	0.5105476217024693	0.5545840742482352	-0.9318771095369291	3.397646393679453	GIN4;KCC4;SKP1
GO_Biological_Process_2018	regulation of organelle assembly (GO:1902115)	1/9	0.057012953393453955	0.07658740072520653	0.23757646897277696	0.3444004208490256	-1.1802557405933662	3.3808151686421137	CDC28
GO_Biological_Process_2018	regulation of cellular catabolic process (GO:0031329)	1/10	0.0631451286749827	0.08235432639488033	0.2580027691838382	0.3610247082676623	-1.217276045795415	3.362505445968821	DBF20
GO_Biological_Process_2018	kinetochore organization (GO:0051383)	1/12	0.07529101569057839	0.09307447645184994	0.2972403490170027	0.3864124537221037	-1.2995973042082891	3.3612712741160147	SKP1
GO_Biological_Process_2018	meiosis II (GO:0007135)	1/10	0.0631451286749827	0.08235432639488033	0.2580027691838382	0.3610247082676623	-1.2080957939246977	3.3371466565493817	CLB3
GO_Biological_Process_2018	cellular response to starvation (GO:0009267)	2/46	0.03602562751465182	0.06088859609677275	0.3690731208472715	0.4394290221888009	-0.9940133293486172	3.3036278704914586	PHO4;PHO5
GO_Biological_Process_2018	activation of GTPase activity (GO:0090630)	1/12	0.07529101569057839	0.09307447645184994	0.2972403490170027	0.3864124537221037	-1.2388462617396596	3.2041451141423263	BUB2
GO_Biological_Process_2018	meiotic sister chromatid segregation (GO:0045144)	1/12	0.07529101569057839	0.09307447645184994	0.2972403490170027	0.3864124537221037	-1.2173442195342827	3.1485323511997367	SMC3
GO_Biological_Process_2018	positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003)	2/43	0.03182811649674223	0.05552697380167581	0.3397797091305165	0.41874991675718115	-0.9116163271610754	3.1427108787633364	SWI6;SWI4
GO_Biological_Process_2018	Rab protein signal transduction (GO:0032482)	1/14	0.08728063261529109	0.1037583921650805	0.33441824265894954	0.4134066005875972	-1.2851339254917882	3.1339618901200383	TEM1
GO_Biological_Process_2018	positive regulation of phospholipid biosynthetic process (GO:0071073)	1/10	0.0631451286749827	0.08235432639488033	0.2580027691838382	0.3610247082676623	-1.1182101520670606	3.0888537887938097	PHO85
GO_Biological_Process_2018	regulation of reciprocal meiotic recombination (GO:0010520)	1/12	0.07529101569057839	0.09307447645184994	0.2972403490170027	0.3864124537221037	-1.1788228044727576	3.0489007765070792	SWI6
GO_Biological_Process_2018	negative regulation of DNA metabolic process (GO:0051053)	1/12	0.07529101569057839	0.09307447645184994	0.2972403490170027	0.3864124537221037	-1.1755537936775289	3.0404458250808197	FOB1
GO_Biological_Process_2018	carbon catabolite repression of transcription from RNA polymerase II promoter (GO:0000437)	1/13	0.08130523261964843	0.0978089813305024	0.3160799157224965	0.400566685648321	-1.1851769415766955	2.9742547524534038	TUP1
GO_Biological_Process_2018	membrane fusion (GO:0061025)	2/47	0.03746981158701276	0.06088859609677275	0.3787290786982234	0.4489053491628944	-0.8996424621525367	2.954623492262196	CLN3;PHO80
GO_Biological_Process_2018	negative regulation of meiotic nuclear division (GO:0045835)	1/14	0.08728063261529109	0.1037583921650805	0.33441824265894954	0.4134066005875972	-1.2061101645928085	2.9412524376973366	DDC1
GO_Biological_Process_2018	invasive filamentous growth (GO:0036267)	2/48	0.038935925012630095	0.06153403051015662	0.38832408871321755	0.44969714871099625	-0.8899914265082769	2.888767931641436	KSS1;FUS3
GO_Biological_Process_2018	purine nucleobase metabolic process (GO:0006144)	1/13	0.08130523261964843	0.0978089813305024	0.3160799157224965	0.400566685648321	-1.1467921337742089	2.8779263536940785	PHO2
GO_Biological_Process_2018	regulation of Ras protein signal transduction (GO:0046578)	1/12	0.07529101569057839	0.09307447645184994	0.2972403490170027	0.3864124537221037	-1.1034277771101018	2.853899495060385	BFA1
GO_Biological_Process_2018	regulation of transcription from RNA polymerase II promoter by glucose (GO:0000430)	1/13	0.08130523261964843	0.0978089813305024	0.3160799157224965	0.400566685648321	-1.1364470787663201	2.851964973631561	TUP1
GO_Biological_Process_2018	regulation of protein kinase activity (GO:0045859)	1/12	0.07529101569057839	0.09307447645184994	0.2972403490170027	0.3864124537221037	-1.0944533616251821	2.8306881165250783	DBF4
GO_Biological_Process_2018	negative regulation of chromatin silencing at telomere (GO:0031939)	1/16	0.09911597465378173	0.11478085570538515	0.36964376804467386	0.4394290221888009	-1.2179880397945038	2.815336302155706	MCM5
GO_Biological_Process_2018	negative regulation of protein phosphorylation (GO:0001933)	1/12	0.07529101569057839	0.09307447645184994	0.2972403490170027	0.3864124537221037	-1.0858874542456505	2.8085333010923867	FUS3
GO_Biological_Process_2018	regulation of glycogen biosynthetic process (GO:0005979)	1/11	0.06923773163987743	0.08858033603450985	0.27788595214514383	0.3770641034158014	-1.039147334788459	2.774740887860005	PHO85
GO_Biological_Process_2018	regulation of invasive growth in response to glucose limitation (GO:2000217)	1/13	0.08130523261964843	0.0978089813305024	0.3160799157224965	0.400566685648321	-1.0981499476875298	2.7558566035472687	TUP1
GO_Biological_Process_2018	mitotic spindle elongation (GO:0000022)	1/14	0.08728063261529109	0.1037583921650805	0.33441824265894954	0.4134066005875972	-1.1195832305783229	2.7302455470601927	CDC14
GO_Biological_Process_2018	regulation of protein dephosphorylation (GO:0035304)	1/12	0.07529101569057839	0.09307447645184994	0.2972403490170027	0.3864124537221037	-1.038244818005279	2.6853106504302455	CLB2
GO_Biological_Process_2018	histone H3-K4 methylation (GO:0051568)	1/14	0.08728063261529109	0.1037583921650805	0.33441824265894954	0.4134066005875972	-1.0978094141312824	2.677147337142981	ORC2
GO_Biological_Process_2018	positive regulation of nucleic acid-templated transcription (GO:1903508)	1/15	0.09321746428995809	0.10952372626487794	0.352268564212092	0.42631901314556486	-1.1222540610438791	2.6629070940846145	CDC28
GO_Biological_Process_2018	positive regulation of microtubule polymerization (GO:0031116)	1/13	0.08130523261964843	0.0978089813305024	0.3160799157224965	0.400566685648321	-1.0262831286807952	2.5755035942403817	DAM1
GO_Biological_Process_2018	positive regulation of microtubule polymerization or depolymerization (GO:0031112)	1/13	0.08130523261964843	0.0978089813305024	0.3160799157224965	0.400566685648321	-1.0207084411233591	2.56151366549684	DAM1
GO_Biological_Process_2018	histone exchange (GO:0043486)	1/15	0.09321746428995809	0.10952372626487794	0.352268564212092	0.42631901314556486	-1.077311395399985	2.5562662296631684	TUP1
GO_Biological_Process_2018	protein complex localization (GO:0031503)	1/15	0.09321746428995809	0.10952372626487794	0.352268564212092	0.42631901314556486	-1.0508884885628291	2.493569422847828	CDC7
GO_Biological_Process_2018	histone lysine methylation (GO:0034968)	1/16	0.09911597465378173	0.11478085570538515	0.36964376804467386	0.4394290221888009	-1.0485297688347084	2.423639498618832	ORC2
GO_Biological_Process_2018	positive regulation of chromosome segregation (GO:0051984)	1/12	0.07529101569057839	0.09307447645184994	0.2972403490170027	0.3864124537221037	-0.9342176303977234	2.4162553082099345	DAM1
GO_Biological_Process_2018	protein localization to nucleus (GO:0034504)	2/59	0.056415334654466714	0.07658740072520653	0.4889613386076854	0.5413500534585091	-0.7654823410749337	2.2007726512655226	CDC28;FAR1
GO_Biological_Process_2018	organelle fission (GO:0048285)	1/17	0.10497640916204677	0.11917040251353478	0.3865564040478584	0.448940146487859	-0.9687256202804212	2.1835265629511023	DBF2
GO_Biological_Process_2018	phosphorylation of RNA polymerase II C-terminal domain (GO:0070816)	1/17	0.10497640916204677	0.11917040251353478	0.3865564040478584	0.448940146487859	-0.9649022737583488	2.1749086648429725	CDC28
GO_Biological_Process_2018	regulation of transposition, RNA-mediated (GO:0010525)	1/16	0.09911597465378173	0.11478085570538515	0.36964376804467386	0.4394290221888009	-0.9392542429496624	2.1710529830622174	FUS3
GO_Biological_Process_2018	regulation of microtubule polymerization (GO:0031113)	1/15	0.09321746428995809	0.10952372626487794	0.352268564212092	0.42631901314556486	-0.9081736046569051	2.154932664936654	DAM1
GO_Biological_Process_2018	positive regulation of protein phosphorylation (GO:0001934)	1/20	0.12233168876430252	0.13543865541762065	0.43463952099546455	0.4892729803384698	-1.0098927757549565	2.1218040744663327	DBF4
GO_Biological_Process_2018	cellular protein complex localization (GO:0034629)	1/17	0.10497640916204677	0.11917040251353478	0.3865564040478584	0.448940146487859	-0.9397958742449432	2.1183183475333984	CDC7
GO_Biological_Process_2018	regulation of cellular protein localization (GO:1903827)	1/17	0.10497640916204677	0.11917040251353478	0.3865564040478584	0.448940146487859	-0.9303319680139364	2.0969865171243907	CDC28
GO_Biological_Process_2018	positive regulation of protein polymerization (GO:0032273)	1/16	0.09911597465378173	0.11478085570538515	0.36964376804467386	0.4394290221888009	-0.8989914109680708	2.0779868700940667	DAM1
GO_Biological_Process_2018	nuclear transport (GO:0051169)	1/18	0.11079901171817906	0.12542697113041057	0.40301869318740696	0.4640472381557859	-0.9201871052529532	2.0244460688409367	MAD1
GO_Biological_Process_2018	telomere maintenance via telomerase (GO:0007004)	1/17	0.10497640916204677	0.11917040251353478	0.3865564040478584	0.448940146487859	-0.8938360924716592	2.0147240972849616	LCD1
GO_Biological_Process_2018	spindle pole body duplication (GO:0030474)	1/17	0.10497640916204677	0.11917040251353478	0.3865564040478584	0.448940146487859	-0.8783178444528806	1.9797456616473683	MPS1
GO_Biological_Process_2018	nucleosome organization (GO:0034728)	2/61	0.059840312070953625	0.08011842446709073	0.506149382743602	0.5517901451011193	-0.6846670649103693	1.9280743047887785	CYC8;TUP1
GO_Biological_Process_2018	regulation of GTPase activity (GO:0043087)	1/26	0.15604664166075025	0.16725211858851685	0.5198690544679906	0.5616815789560329	-1.0300877257553085	1.9134913007494816	CDC5
