source	target	score	edge type
Mcl1	Fbxw7	0.4786857006429171	PPI
S1pr1	Src	0.4786857006429171	PPI
Lck	Cyld	0.4786857006429171	PPI
Emd	Wdtc1	0.4786857006429171	PPI
Mcl1	Pin1	0.4786857006429171	PPI
Pten	Irs1	0.4786857006429171	PPI
Prkdc	Eed	0.4786857006429171	PPI
Map2	Eif2a	0.4786857006429171	PPI
Prdx6	Gstp1	0.4786857006429171	PPI
Rac1	Dock1	0.4786857006429171	PPI
Rac1	Xiap	0.4786857006429171	PPI
Mnt	Sin3a	0.4786857006429171	PPI
Myb	Lef1	0.4786857006429171	PPI
Birc3	Tlr4	0.4786857006429171	PPI
Lnx1	Trim9	0.4786857006429171	PPI
Ap1g1	Ap1m1	0.4786857006429171	PPI
Lef1	Sox17	0.4786857006429171	PPI
Ikzf4	Foxp3	0.4786857006429171	PPI
Slu7	Foxp3	0.4786857006429171	PPI
Utp15	Foxp3	0.4786857006429171	PPI
Nphp4	Dsg1a	0.4786857006429171	PPI
Hdac7	Foxp3	0.4786857006429171	PPI
Nphp4	Myo5a	0.4786857006429171	PPI
Hdac7	Ncor2	0.4786857006429171	PPI
Kat5	Mrgbp	0.4786857006429171	PPI
Nphp4	Tssk4	0.4786857006429171	PPI
Hdac2	Pml	0.4786857006429171	PPI
Sh2b3	Jak2	0.4786857006429171	PPI
Src	Jak2	0.4786857006429171	PPI
Ikzf3	Foxp3	0.4786857006429171	PPI
Rcor1	Foxp3	0.4786857006429171	PPI
Gata4	Baz1b	0.4786857006429171	PPI
Pias3	Ikzf1	0.4786857006429171	PPI
Dact3	Dact1	0.4786857006429171	PPI
Gata1	Rbbp7	0.4786857006429171	PPI
Top2a	Uhrf1	0.4786857006429171	PPI
Src	Bcar1	0.4786857006429171	PPI
Grhl2	Elf5	0.4786857006429171	PPI
Pura	E2f1	0.4786857006429171	PPI
Ace	Myh9	0.4786857006429171	PPI
Lnx1	Erc2	0.4786857006429171	PPI
Sgcb	Sgcz	0.4786857006429171	PPI
Dctn1	Kif5a	0.4786857006429171	PPI
Limk2	Limk1	0.4786857006429171	PPI
Il4ra	Stat6	0.4786857006429171	PPI
Calr	Lipc	0.4786857006429171	PPI
Calr	Mep1a	0.4786857006429171	PPI
Kcna3	Kcne4	0.4786857006429171	PPI
Pparg	Siah2	0.4786857006429171	PPI
Cbx4	Foxp3	0.4786857006429171	PPI
Zap70	Dlg1	0.4786857006429171	PPI
Etv3	Foxp3	0.4786857006429171	PPI
Esr1	Nos3	0.4786857006429171	PPI
Robo4	Slit3	0.4786857006429171	PPI
Rgs14	Mark2	0.4786857006429171	PPI
Eif3a	Eif3b	0.4786857006429171	PPI
Cbx3	Rbl2	0.4786857006429171	PPI
Rnf43	Fzd5	0.4786857006429171	PPI
Ccnd1	Rala	0.4786857006429171	PPI
Umps	Eed	0.4786857006429171	PPI
Tgfb2	Nrep	0.4786857006429171	PPI
Tgfb2	Htra1	0.4786857006429171	PPI
Id2	Ubp1	0.4786857006429171	PPI
Ulk1	Cdc37	0.4786857006429171	PPI
Actb	Set	0.4786857006429171	PPI
Epn1	Eed	0.4786857006429171	PPI
Ntrk2	Uchl1	0.4786857006429171	PPI
Cebpa	Ddx18	0.4786857006429171	PPI
Nanog	Fbxw7	0.4786857006429171	PPI
Cebpa	Hdac2	0.4786857006429171	PPI
Cebpa	Srsf3	0.4786857006429171	PPI
Nanog	Eed	0.4786857006429171	PPI
Gata1	Chd4	0.4786857006429171	PPI
Cebpa	Rrp1b	0.4786857006429171	PPI
Ptbp1	Pa2g4	0.4786857006429171	PPI
Tia1	Cpsf6	0.4786857006429171	PPI
Irak2	Irak3	0.4786857006429171	PPI
Espl1	Wdtc1	0.4786857006429171	PPI
Tia1	Srsf1	0.4786857006429171	PPI
Lck	Stk11	0.4786857006429171	PPI
Fhl2	Traf6	0.4786857006429171	PPI
Src	Arrb2	0.4786857006429171	PPI
Pten	Kif11	0.4786857006429171	PPI
Rbm4	Eed	0.4786857006429171	PPI
Rybp	Eed	0.4786857006429171	PPI
Traf5	Mavs	0.4786857006429171	PPI
Kdm1b	Bap1	0.4786857006429171	PPI
Ddx54	Eed	0.4786857006429171	PPI
Svil	Eed	0.4786857006429171	PPI
Erbb2	Shc1	0.4786857006429171	PPI
Erbb2	Erbb3	0.4786857006429171	PPI
Irs2	Grb2	0.4786857006429171	PPI
Irs2	Grb10	0.4786857006429171	PPI
Plec	Nphp1	0.4786857006429171	PPI
Mib2	Set	0.4786857006429171	PPI
Mcl1	Huwe1	0.4786857006429171	PPI
Taf1b	Taf1c	0.4786857006429171	PPI
Mcl1	Hif3a	0.4786857006429171	PPI
Cab39	Stk26	0.4786857006429171	PPI
Plk1	Wdtc1	0.4786857006429171	PPI
Flot1	Insr	0.4786857006429171	PPI
Rxra	Vdr	0.4786857006429171	PPI
Ddb1	Wdtc1	0.4786857006429171	PPI
Ddb1	Ddb2	0.4786857006429171	PPI
Rxra	Traf6	0.4786857006429171	PPI
Dctn1	Trpv1	0.4786857006429171	PPI
Agap2	Git1	0.4786857006429171	PPI
Dctn1	Eed	0.4786857006429171	PPI
Rbm28	Foxp3	0.4786857006429171	PPI
Ccnd3	Aurka	0.4786857006429171	PPI
Myo16	Wasf1	0.4786857006429171	PPI
Med13	Cdk8	0.4786857006429171	PPI
Skil	Fzr1	0.4786857006429171	PPI
Ap3d1	Trpv1	0.4786857006429171	PPI
Nanog	Brd8	0.4786857006429171	PPI
Ctbp2	Kdm2b	0.4786857006429171	PPI
Nanog	Tlr4	0.4786857006429171	PPI
Akt1	Lmna	0.4786857006429171	PPI
Bnip3	Rheb	0.4786857006429171	PPI
Hspb1	Iqcb1	0.4786857006429171	PPI
Anxa2	Sumo1	0.4786857006429171	PPI
Med19	Med8	0.4786857006429171	PPI
Lamp2	Uchl1	0.4786857006429171	PPI
Smad1	Pex6	0.4786857006429171	PPI
Ampd3	Wdtc1	0.4786857006429171	PPI
Dctn1	Kif3a	0.4786857006429171	PPI
Cd4	Ccr5	0.4786857006429171	PPI
Arnt	Ahrr	0.4786857006429171	PPI
Diap1	Src	0.4786857006429171	PPI
Ap3d1	Kif3a	0.4786857006429171	PPI
Prom1	Actb	0.4786857006429171	PPI
Chd8	Foxp3	0.4786857006429171	PPI
Kdm6a	Six4	0.4786857006429171	PPI
Gata1	Ldb1	0.4786857006429171	PPI
Cblb	Crk	0.4786857006429171	PPI
Gata1	Mta2	0.4786857006429171	PPI
Wdtc1	Mkrn2	0.4786857006429171	PPI
Gata1	Mbd3	0.4786857006429171	PPI
Junb	Fosb	0.4786857006429171	PPI
Junb	Itch	0.4786857006429171	PPI
Stat3	Jak3	0.4786857006429171	PPI
Zap70	Crkl	0.4786857006429171	PPI
Hspb1	Akt1	0.4786857006429171	PPI
Hspb1	Nphp4	0.4786857006429171	PPI
Plin2	Abhd5	0.4786857006429171	PPI
Tal1	Kat2b	0.4786857006429171	PPI
Atf2	Nf1	0.4786857006429171	PPI
Lmnb1	Lmna	0.4786857006429171	PPI
Cbl	Nedd4	0.4786857006429171	PPI
Rgs14	Myh10	0.4786857006429171	PPI
Cd81	Igsf8	0.4786857006429171	PPI
Pparg	Nedd4	0.4786857006429171	PPI
Sox2	Wwp2	0.4786857006429171	PPI
Sox2	Dcaf5	0.4786857006429171	PPI
Fst	Inhba	0.4786857006429171	PPI
Abcd1	Abcd3	0.4786857006429171	PPI
Cav1	Rac1	0.4786857006429171	PPI
Cav1	Nf1	0.4786857006429171	PPI
Cav1	Adcy3	0.4786857006429171	PPI
Rora	Cry1	0.4786857006429171	PPI
Ercc3	Smad1	0.4786857006429171	PPI
Hdac1	Jdp2	0.4786857006429171	PPI
Per2	Sin3a	0.4786857006429171	PPI
Ephb2	Epha4	0.4786857006429171	PPI
Ercc3	Smad9	0.4786857006429171	PPI
Ephb2	Grb2	0.4786857006429171	PPI
Ddx6	Wdtc1	0.4786857006429171	PPI
Irf8	Irf4	0.4786857006429171	PPI
Opa1	Parl	0.4786857006429171	PPI
Copb2	Eed	0.4786857006429171	PPI
Rhob	Map1a	0.4786857006429171	PPI
Pax6	Sumo1	0.4786857006429171	PPI
Rap1a	Wdtc1	0.4786857006429171	PPI
Wnt3a	Ryk	0.4786857006429171	PPI
Phb	Hspb2	0.4786857006429171	PPI
Dlg3	Dlg2	0.4786857006429171	PPI
Dlg3	Tjap1	0.4786857006429171	PPI
Dab1	Nck1	0.4786857006429171	PPI
Taf1a	Taf1c	0.4786857006429171	PPI
Etv6	Sin3a	0.4786857006429171	PPI
Cd81	Rgs14	0.4786857006429171	PPI
Barx2	Tbl1x	0.4786857006429171	PPI
Mtf1	Hif1a	0.4786857006429171	PPI
Tia1	Vdac1	0.4786857006429171	PPI
Elk3	Fbxw7	0.4786857006429171	PPI
Cblb	Tlr4	0.4786857006429171	PPI
Ppara	Stat6	0.4786857006429171	PPI
Traf2	Irak1	0.4786857006429171	PPI
Cbr1	Eed	0.4786857006429171	PPI
Ptpre	Ptprn	0.4786857006429171	PPI
Cav1	Jak2	0.4786857006429171	PPI
Pex5	Wdtc1	0.4786857006429171	PPI
Traf2	Creb1	0.4786857006429171	PPI
Lmna	Ddx3y	0.4786857006429171	PPI
Hmgb2	Kdm1a	0.4786857006429171	PPI
Faf1	Eed	0.4786857006429171	PPI
Ddx6	Trpv1	0.4786857006429171	PPI
Ddx6	Eed	0.4786857006429171	PPI
Drg1	Rwdd1	0.4786857006429171	PPI
Fus	Eed	0.4786857006429171	PPI
Tpm1	Rgs14	0.4786857006429171	PPI
Tpm1	Eed	0.4786857006429171	PPI
Dzip1	Gsk3b	0.4786857006429171	PPI
Rab10	Rims1	0.4786857006429171	PPI
Rap2b	Eed	0.4786857006429171	PPI
Net1	Dcc	0.4786857006429171	PPI
Arf6	Eed	0.4786857006429171	PPI
Egfl7	Loxl3	0.4786857006429171	PPI
Rap1a	Trpv1	0.4786857006429171	PPI
Clock	Ezh2	0.4786857006429171	PPI
Lck	Skap2	0.4786857006429171	PPI
Phb	Eed	0.4786857006429171	PPI
Hdac1	Sp3	0.4786857006429171	PPI
Actb	Eed	0.4786857006429171	PPI
Hdac1	Ccnd1	0.4786857006429171	PPI
Hdac1	Ets1	0.4786857006429171	PPI
Hdac1	Smyd1	0.4786857006429171	PPI
Hdac1	Tet2	0.4786857006429171	PPI
Nedd4	Dlg3	0.4786857006429171	PPI
Hdac1	Tfe3	0.4786857006429171	PPI
Hdac1	Hdac9	0.4786857006429171	PPI
Hdac1	Cul3	0.4786857006429171	PPI
Braf	G3bp2	0.4786857006429171	PPI
Terf1	Tinf2	0.4786857006429171	PPI
Ube2n	Eed	0.4786857006429171	PPI
Tln1	Fhl1	0.4786857006429171	PPI
Arl1	Eed	0.4786857006429171	PPI
Csrp2	Eed	0.4786857006429171	PPI
Lnx1	Erbb2	0.4786857006429171	PPI
Mcm3	Tfe3	0.4786857006429171	PPI
Lnx1	Gstm7	0.4786857006429171	PPI
Lnx1	Dtna	0.4786857006429171	PPI
Hdac1	Gata1	0.4786857006429171	PPI
Jun	Esr1	0.4786857006429171	PPI
Myb	Pax5	0.4786857006429171	PPI
Vamp3	Stx3	0.4786857006429171	PPI
Wdtc1	Cul7	0.4786857006429171	PPI
Lbr	Eed	0.4786857006429171	PPI
Fgfr1	Fgf23	0.4786857006429171	PPI
Rac1	Bcr	0.4786857006429171	PPI
Btg2	Cnot7	0.4786857006429171	PPI
Btg2	Smad9	0.4786857006429171	PPI
Cblc	Sh2b2	0.4786857006429171	PPI
Top2a	Rbp2	0.4786857006429171	PPI
Anxa7	Eed	0.4786857006429171	PPI
Pparg	Cav1	0.4786857006429171	PPI
Bmp4	Bmper	0.4786857006429171	PPI
Cblb	Cblc	0.4786857006429171	PPI
Cblb	Eed	0.4786857006429171	PPI
Pparg	Foxp3	0.4786857006429171	PPI
Gata1	Mbd2	0.4786857006429171	PPI
Mier2	Ehmt2	0.4786857006429171	PPI
Efnb1	Dab1	0.4786857006429171	PPI
Pcgf5	Eed	0.4786857006429171	PPI
Gnaq	Trpm8	0.4786857006429171	PPI
Noc4l	Foxp3	0.4786857006429171	PPI
Mdm2	Ezh2	0.4786857006429171	PPI
Mdm2	Arrb2	0.4786857006429171	PPI
Ncbp1	Eed	0.4786857006429171	PPI
Mcm3	Nanog	0.4786857006429171	PPI
Brcc3	Ggn	0.4786857006429171	PPI
Anxa2	Braf	0.4786857006429171	PPI
Traf2	Rnf11	0.4786857006429171	PPI
Hdac1	Smad4	0.4786857006429171	PPI
Lef1	Hipk2	0.4786857006429171	PPI
Braf	Cpne3	0.4786857006429171	PPI
Braf	Dock1	0.4786857006429171	PPI
Fgfr1	Flrt1	0.4786857006429171	PPI
Sp3	Sin3a	0.4786857006429171	PPI
Herc2	Eed	0.4786857006429171	PPI
Ptpre	Ptprd	0.4786857006429171	PPI
Cnr2	Gpr18	0.4786857006429171	PPI
Abcd1	Abcd2	0.4786857006429171	PPI
Sept4	Xiap	0.4786857006429171	PPI
Utp18	Eed	0.4786857006429171	PPI
Sumo1	Hif1a	0.4786857006429171	PPI
Kdm5a	Kdm1a	0.4786857006429171	PPI
Hells	Eed	0.4786857006429171	PPI
Traf6	Nlrx1	0.4786857006429171	PPI
Traf6	Limd1	0.4786857006429171	PPI
Mcm6	Eed	0.4786857006429171	PPI
Traf6	Tab1	0.4786857006429171	PPI
Csrp1	Trpv1	0.4786857006429171	PPI
Csrp1	Eed	0.4786857006429171	PPI
Wdr48	Tbk1	0.4786857006429171	PPI
Traf6	Vav3	0.4786857006429171	PPI
Mprip	Eed	0.4786857006429171	PPI
Ipo5	Eed	0.4786857006429171	PPI
Kcna1	Kcna2	0.4786857006429171	PPI
Bop1	Eed	0.4786857006429171	PPI
Sumf2	Sumf1	0.4786857006429171	PPI
Flna	Eed	0.4786857006429171	PPI
Lifr	Cntf	0.4786857006429171	PPI
Naa25	Eed	0.4786857006429171	PPI
Ston2	Eed	0.4786857006429171	PPI
Dab2	Dvl2	0.4786857006429171	PPI
Lmna	Tnpo1	0.4786857006429171	PPI
Lmna	Rab5a	0.4786857006429171	PPI
Dab2	Trpv1	0.4786857006429171	PPI
Uba6	Eed	0.4786857006429171	PPI
Dab2	Eed	0.4786857006429171	PPI
Mcm3	Eed	0.4786857006429171	PPI
Kat5	Nono	0.4786857006429171	PPI
Kat5	Hdac6	0.4786857006429171	PPI
Gnl3	Eed	0.4786857006429171	PPI
Smad1	Runx2	0.4786857006429171	PPI
Tia1	Ddx17	0.4786857006429171	PPI
Mib2	Bcl10	0.4786857006429171	PPI
Aqp4	Trpv4	0.4786857006429171	PPI
Barx2	Srf	0.4786857006429171	PPI
Hdac1	Sap30	0.4786857006429171	PPI
Hdac1	Ppia	0.4786857006429171	PPI
Hdac1	Ifrd1	0.4786857006429171	PPI
Hdac1	Apex1	0.4786857006429171	PPI
Hdac1	Kif2a	0.4786857006429171	PPI
Sp3	Hdac2	0.4786857006429171	PPI
Abcd3	Abcd2	0.4786857006429171	PPI
Gata4	Eed	0.4786857006429171	PPI
Hdac1	Xpo1	0.4786857006429171	PPI
Ssrp1	Eed	0.4786857006429171	PPI
Hdac1	Rere	0.4786857006429171	PPI
Hdac1	Brms1	0.4786857006429171	PPI
Hdac1	Klf5	0.4786857006429171	PPI
Hdac1	Mecp2	0.4786857006429171	PPI
Dapk3	Wdtc1	0.4786857006429171	PPI
Myo7a	Trpv1	0.4786857006429171	PPI
Six5	Eya3	0.4786857006429171	PPI
Traf6	Rsad2	0.4786857006429171	PPI
Traf6	Mtor	0.4786857006429171	PPI
Traf6	Dok3	0.4786857006429171	PPI
Rgs14	Psd3	0.4786857006429171	PPI
Rgs14	Agap2	0.4786857006429171	PPI
Nlk	Myb	0.4786857006429171	PPI
Rgs14	Pkp4	0.4786857006429171	PPI
Rgs14	Basp1	0.4786857006429171	PPI
Rgs14	Dlg4	0.4786857006429171	PPI
Runx1	Tbx21	0.4786857006429171	PPI
Uba1	Eed	0.4786857006429171	PPI
Dact3	Dvl3	0.4786857006429171	PPI
Mlxip	Mtor	0.4786857006429171	PPI
Aurkb	Cbx7	0.4786857006429171	PPI
Rgs14	Rab35	0.4786857006429171	PPI
Xrcc1	Tfe3	0.4786857006429171	PPI
Lyn	Dok1	0.4786857006429171	PPI
Dvl2	Dvl3	0.4786857006429171	PPI
Lnx1	Ndrg1	0.4786857006429171	PPI
Lnx1	Tbce	0.4786857006429171	PPI
Lnx1	Wasf1	0.4786857006429171	PPI
Fhl2	Traf2	0.4786857006429171	PPI
Lyn	Clnk	0.4786857006429171	PPI
Jun	Fosb	0.4786857006429171	PPI
Jun	Spi1	0.4786857006429171	PPI
Jun	Brca1	0.4786857006429171	PPI
Anxa2	Nphp4	0.4786857006429171	PPI
Egr2	Sox8	0.4786857006429171	PPI
Tab1	Arrb2	0.4786857006429171	PPI
Klhl2	Cul3	0.4786857006429171	PPI
Fgf9	Fgfr3	0.4786857006429171	PPI
Ryk	Epha7	0.4786857006429171	PPI
Cebpa	Rnps1	0.4786857006429171	PPI
Trib3	Snrk	0.4786857006429171	PPI
Stat3	Irak1	0.4786857006429171	PPI
Ripk1	Cyld	0.4786857006429171	PPI
Cav1	Ncf1	0.4786857006429171	PPI
Dhx9	Tfe3	0.4786857006429171	PPI
Dhx9	Cul3	0.4786857006429171	PPI
Runx2	Wwox	0.4786857006429171	PPI
Dok2	Egfr	0.4786857006429171	PPI
Maf	Pax6	0.4786857006429171	PPI
Wdtc1	Rab14	0.4786857006429171	PPI
Lck	Dlg1	0.4786857006429171	PPI
Runx2	Wwp2	0.4786857006429171	PPI
Pura	Cdk5	0.4786857006429171	PPI
Runx2	Skp2	0.4786857006429171	PPI
Efnb1	Reln	0.4786857006429171	PPI
Stat3	Fer	0.4786857006429171	PPI
Braf	Phb	0.4786857006429171	PPI
Dact3	Dvl2	0.4786857006429171	PPI
Tia1	Srsf2	0.4786857006429171	PPI
Map1b	Stau1	0.4786857006429171	PPI
Rab26	Rims1	0.4786857006429171	PPI
Wdtc1	Dda1	0.4786857006429171	PPI
Pax9	Osr2	0.4786857006429171	PPI
Dnmt1	Pcna	0.4786857006429171	PPI
Lipc	Pdia3	0.4786857006429171	PPI
Lipc	Pdia6	0.4786857006429171	PPI
Wdtc1	Cnn3	0.4786857006429171	PPI
Noc4l	Eed	0.4786857006429171	PPI
Ccnd3	Cep57	0.4786857006429171	PPI
Gata1	Hdac2	0.4786857006429171	PPI
Pcna	Apex1	0.4786857006429171	PPI
Crem	Fhl5	0.4786857006429171	PPI
Prdx3	Wdtc1	0.4786857006429171	PPI
Aurkb	Bmi1	0.4786857006429171	PPI
Cd22	Tlr1	0.4786857006429171	PPI
Cd22	Tlr2	0.4786857006429171	PPI
Ckap4	Eed	0.4786857006429171	PPI
Ret	Lrig1	0.4786857006429171	PPI
Irs1	Rbx1	0.4786857006429171	PPI
Lef1	Smad4	0.4786857006429171	PPI
Lef1	Tcf7	0.4786857006429171	PPI
Zap70	Crk	0.4786857006429171	PPI
Esyt1	Trpv1	0.4786857006429171	PPI
Braf	Snx9	0.4786857006429171	PPI
Hps5	Hps6	0.4786857006429171	PPI
Snx8	Eed	0.4786857006429171	PPI
Esr1	Brca1	0.4786857006429171	PPI
Esr1	Cntn2	0.4786857006429171	PPI
Lef1	Pax5	0.4786857006429171	PPI
Sox2	Tfe3	0.4786857006429171	PPI
Braf	Cdc37	0.4786857006429171	PPI
Brca1	Rad51	0.4786857006429171	PPI
Bmp4	Htra1	0.4786857006429171	PPI
Brca1	Nanog	0.4786857006429171	PPI
Hdac2	Rbbp7	0.4786857006429171	PPI
Mdm2	Sumo1	0.4786857006429171	PPI
Plk1	Nek9	0.4786857006429171	PPI
Mdm2	Igf1r	0.4786857006429171	PPI
Mdm2	Wdtc1	0.4786857006429171	PPI
Mdm2	Ccar1	0.4786857006429171	PPI
Mdm2	Dlg2	0.4786857006429171	PPI
Nfya	Creb1	0.4786857006429171	PPI
Rbm28	Eed	0.4786857006429171	PPI
Braf	Myof	0.4786857006429171	PPI
Lnx1	Ndrg3	0.4786857006429171	PPI
Prdm6	Fbxw7	0.4786857006429171	PPI
Nphp4	Myh10	0.4786857006429171	PPI
Tia1	Anxa7	0.4786857006429171	PPI
Braf	Fmnl3	0.4786857006429171	PPI
Matr3	Eed	0.4786857006429171	PPI
Irf3	Rnf41	0.4786857006429171	PPI
Sf3a1	Eed	0.4786857006429171	PPI
Wdr18	Eed	0.4786857006429171	PPI
Pcgf1	Eed	0.4786857006429171	PPI
Crem	Smc2	0.4786857006429171	PPI
Lef1	Smad2	0.4786857006429171	PPI
Abi2	Eps8	0.4786857006429171	PPI
Braf	Wdr26	0.4786857006429171	PPI
Braf	Copa	0.4786857006429171	PPI
Braf	Cdk2	0.4786857006429171	PPI
Braf	Pld2	0.4786857006429171	PPI
Rac1	Aplp2	0.4786857006429171	PPI
Bin1	E2f1	0.4786857006429171	PPI
Rac1	Rcc2	0.4786857006429171	PPI
Wnt7b	Fzd4	0.4786857006429171	PPI
Pgs1	Bmp1	0.4786857006429171	PPI
Pparg	Tgif1	0.4786857006429171	PPI
S1pr1	Jak2	0.4786857006429171	PPI
Emd	Lmna	0.4786857006429171	PPI
Hdac2	Atf3	0.4786857006429171	PPI
Hdac2	Tfe3	0.4786857006429171	PPI
Sin3a	Elf5	0.4786857006429171	PPI
Src	Arrb1	0.4786857006429171	PPI
Acaca	Eed	0.4786857006429171	PPI
Atf1	Tfe3	0.4786857006429171	PPI
Sin3a	Dach1	0.4786857006429171	PPI
Map2	Eed	0.4786857006429171	PPI
Ubc	Tia1	0.4786857006429171	PPI
Xrcc1	Eed	0.4786857006429171	PPI
Eya1	Six3	0.4786857006429171	PPI
Cry1	Ezh2	0.4786857006429171	PPI
Cry1	Cry2	0.4786857006429171	PPI
Prdx6	Fbxw7	0.4786857006429171	PPI
Mnt	Hdac1	0.4786857006429171	PPI
Rgs2	Lrrk2	0.4786857006429171	PPI
Pkd1	Jak2	0.4786857006429171	PPI
Mark3	Ksr1	0.4786857006429171	PPI
Cdk7	Ccnh	0.4786857006429171	PPI
Birc3	Sept4	0.4786857006429171	PPI
Birc3	Fadd	0.4786857006429171	PPI
Nr4a2	Sfpq	0.4786857006429171	PPI
Ssrp1	Nanog	0.4786857006429171	PPI
Gata2	Fbxw7	0.4786857006429171	PPI
Vhl	Egln1	0.4786857006429171	PPI
Hhex	Sox8	0.4786857006429171	PPI
Ltbp2	Fbln5	0.4786857006429171	PPI
Sin3a	Sfpq	0.4786857006429171	PPI
Lmna	Syne2	0.4786857006429171	PPI
Ripk1	Tcam1	0.4786857006429171	PPI
Stip1	Tfe3	0.4786857006429171	PPI
Lmna	Myh9	0.4786857006429171	PPI
Wdtc1	Rfc3	0.4786857006429171	PPI
Ssr4	Dlg2	0.4786857006429171	PPI
Wdtc1	Nxf1	0.4786857006429171	PPI
Wdtc1	Nek6	0.4786857006429171	PPI
Wdtc1	Nek7	0.4786857006429171	PPI
Nfya	Tbp	0.4786857006429171	PPI
Myd88	Stk38	0.4786857006429171	PPI
Rad18	Ube2a	0.4786857006429171	PPI
Tia1	Naca	0.4786857006429171	PPI
Oaz2	Azin2	0.4786857006429171	PPI
Tia1	Trim2	0.4786857006429171	PPI
Prdx6	Tfe3	0.4786857006429171	PPI
Mnt	Sin3b	0.4786857006429171	PPI
Pkd1	Pkd2	0.4786857006429171	PPI
Sept4	Sept2	0.4786857006429171	PPI
Mafg	Tfe3	0.4786857006429171	PPI
Sept4	Tia1	0.4786857006429171	PPI
Eif3a	Paip1	0.4786857006429171	PPI
Dlg4	Lrfn2	0.470361563055486	PPI
Hbs1l	Pelo	0.470361563055486	PPI
Efnb2	Dab1	0.470361563055486	PPI
Dok2	Csk	0.470361563055486	PPI
Dok2	Abl1	0.470361563055486	PPI
Hmgb2	Abcf1	0.46386528216714	PPI
Abcf1	Set	0.46386528216714	PPI
Sos2	Abi1	0.461632971092837	PPI
Vdr	Grip1	0.461632971092837	PPI
Prdx5	Sufu	0.460204845693741	PPI
Alx4	Med16	0.460204845693741	PPI
Ldb1	Csdc2	0.460204845693741	PPI
Per1	Nfe2	0.460204845693741	PPI
Mafk	Nr4a3	0.460204845693741	PPI
Hcls1	Nfe2	0.460204845693741	PPI
Pml	Med16	0.460204845693741	PPI
Xbp1	Gmeb2	0.460204845693741	PPI
Spi1	Id2	0.460204845693741	PPI
Cebpd	Cers2	0.460204845693741	PPI
Gmeb2	E4f1	0.460204845693741	PPI
Rfx4	Ssbp3	0.460204845693741	PPI
Zfp28	Nfic	0.460204845693741	PPI
Gmeb2	Aebp1	0.460204845693741	PPI
Nfe2	Orc2	0.460204845693741	PPI
Zbtb9	Cers2	0.460204845693741	PPI
Nfe2	Csdc2	0.460204845693741	PPI
Nfe2	Aebp1	0.460204845693741	PPI
Pml	Med17	0.460204845693741	PPI
Msl1	Ttc4	0.460204845693741	PPI
Gmeb2	Rpa2	0.460204845693741	PPI
Nfe2	Gcfc2	0.460204845693741	PPI
Gmeb2	Mcm6	0.460204845693741	PPI
Taf13	Jdp2	0.460204845693741	PPI
Maff	Mms19	0.460204845693741	PPI
Pax8	Jade1	0.460204845693741	PPI
Ets2	Cers2	0.460204845693741	PPI
Nfe2	Trip4	0.460204845693741	PPI
Ddit3	Cers2	0.460204845693741	PPI
Nfe2	Med21	0.460204845693741	PPI
Sumo2	Gli2	0.460204845693741	PPI
Rfx2	Mynn	0.460204845693741	PPI
Rag1	Gmeb1	0.460204845693741	PPI
Nfe2	Pbx4	0.460204845693741	PPI
Nfe2	Mms19	0.460204845693741	PPI
Tlx3	Dek	0.460204845693741	PPI
Tlx3	Hsbp1	0.460204845693741	PPI
Rxrg	Pawr	0.460204845693741	PPI
Sox6	Irf9	0.460204845693741	PPI
Sap18	Foxp3	0.458306665890864	PPI
Capzb	Rgs14	0.458306665890864	PPI
Bcl2	Myd88	0.458306665890864	PPI
Lmna	Lbr	0.458306665890864	PPI
Psmd7	Nanog	0.458306665890864	PPI
Gnai2	Eed	0.458306665890864	PPI
Cebpa	Nat10	0.458306665890864	PPI
Gfi1b	Gata1	0.458306665890864	PPI
Cebpa	Nxf1	0.458306665890864	PPI
Ogg1	Hdac2	0.458306665890864	PPI
Hspb1	Tfe3	0.458306665890864	PPI
Wdtc1	Ndc1	0.458306665890864	PPI
Wdtc1	Uck2	0.458306665890864	PPI
Nphp4	Sik3	0.458306665890864	PPI
Nanog	Xpo4	0.458306665890864	PPI
Rpa2	Ctcf	0.458306665890864	PPI
Nphp4	Ddx28	0.458306665890864	PPI
Top3a	Tfe3	0.458306665890864	PPI
Rad51	Foxp3	0.458306665890864	PPI
Nphp4	Srsf2	0.458306665890864	PPI
Pkd1	Nphp4	0.458306665890864	PPI
Pura	Tia1	0.458306665890864	PPI
Ext2	Ndst1	0.458306665890864	PPI
Umps	Wdtc1	0.458306665890864	PPI
Capzb	Trpv1	0.458306665890864	PPI
Tsr1	Nanog	0.458306665890864	PPI
Cebpa	Thoc5	0.458306665890864	PPI
Cebpa	Ncoa5	0.458306665890864	PPI
Nanog	Nop14	0.458306665890864	PPI
Nmt1	Set	0.458306665890864	PPI
Nphp4	Naca	0.458306665890864	PPI
Ube2n	Tlr4	0.458306665890864	PPI
Psme3	Wdtc1	0.458306665890864	PPI
Nup88	Foxp3	0.458306665890864	PPI
Nol12	Foxp3	0.458306665890864	PPI
Kif4	Foxp3	0.458306665890864	PPI
Tia1	Htra1	0.458306665890864	PPI
Rfc1	Elf5	0.458306665890864	PPI
Ercc3	Foxp3	0.458306665890864	PPI
Lmna	Luc7l	0.458306665890864	PPI
Lmna	Cnn3	0.458306665890864	PPI
Wdtc1	Pex19	0.458306665890864	PPI
Sin3a	Gon4l	0.458306665890864	PPI
